PlayerName,Position,Age,Season_x,LeftClub,JoinedClub,MarketValue,Fee,Injury_Index,Loan_Index,Matches_Played,Mins_played,90s_Played,Role_In_Prev_Club_Index,Chance_Creation_Index,Attacking_Contributions,Ball_Progression,Mistake_Rate,Midfield_Control,Defensive_Actions,Possession_Control,Performance_Index,Missing_Stats?,club_left_rank,club_joined_rank,Delta_Club_Rank,Transfer_Success,Role_Cohort
giovani lo celso,Attacking Midfield,27.0,24/25,tottenham,real betis,16000000,5000000.0,0.0,0.0,22,506.0,5.6,30.52594171997157,32.0,4.0,93.0,0.0333333333333333,28.1021897810219,31.0,741.0,36.16866197834607,0,2,3,-1,1,Attacking Midfield
orel mangala,Defensive Midfield,25.0,24/25,nott'm forest,lyon,20000000,23400000.0,0.0,0.0,28,1961.0,21.8,57.818052594172016,29.5,3.0,93.0,0.046800382043935,48.64285714285714,78.0,1327.0,41.722670800016814,0,5,1,4,1,Defensive Midfield
omari hutchinson,Attacking Midfield,19.0,24/25,chelsea,ipswich town,7000000,23500000.0,0.0,0.2727,44,2195.0,24.4,80.09950248756219,84.5,14.0,231.0,0.1010260457774269,56.45569620253165,117.0,1065.0,51.96437251499402,0,1,5,-4,1,Attacking Midfield
mikel merino,Central Midfield,27.0,24/25,real sociedad,arsenal,50000000,32000000.0,0.0,0.0,32,2482.0,27.6,69.79388770433548,52.5,8.0,189.0,0.0585559977259806,76.0931899641577,129.0,2024.0,57.66188881342768,0,3,1,2,1,Central Midfield
mikael egill ellertsson,Central Midfield,22.0,24/25,venezia,genoa,2800000,3500000.0,0.0,0.0,18,975.2337662337662,10.836363636363636,32.276927053046464,26.12987012987013,2.363636363636364,59.298701298701296,0.0891250790502969,571.5365828196461,34.896103896103895,582.6103896103896,28.85226651406373,1,5,4,1,0,Central Midfield
patrick osterhage,Defensive Midfield,23.0,24/25,vfl bochum,freiburg,7000000,4800000.0,0.0,0.0,24,1861.0,20.7,51.68798862828715,37.5,3.0,90.0,0.0462534690101757,49.06716417910447,101.0,1250.0,43.53029561328978,0,5,3,2,1,Defensive Midfield
pascal gro,Central Midfield,32.0,24/25,brighton,dortmund,8000000,7000000.0,0.0,0.0,36,3114.0,34.6,83.26226012793178,195.5,14.0,385.0,0.0178268251273344,163.7809187279152,133.0,4455.0,100.0,0,3,1,2,1,Central Midfield
pape gueye,Defensive Midfield,24.0,24/25,marseille,villarreal,6000000,0.0,0.0,0.1307,15,765.0,8.5,25.79957356076759,13.5,1.0,69.0,0.0315614617940199,25.09375,63.0,785.0,35.782787840546014,0,1,2,-1,1,Defensive Midfield
teun koopmeiners,Attacking Midfield,25.0,24/25,atalanta,juventus,50000000,58400000.0,0.0,0.0,34,2627.0,29.2,74.16488983653163,121.0,17.0,248.0,0.0591274397244546,90.5982905982906,82.0,1930.0,63.76670399090058,0,2,1,1,0,Attacking Midfield
tanguy ndombele,Central Midfield,26.0,24/25,tottenham,nice,8000000,0.0,0.2781056261343012,0.4048,25,1549.9333333333334,17.217333333333332,48.54678986022271,48.8,5.04,112.04,0.0572640096845303,2669.687506979341,64.56,1042.8266666666666,54.32802785632808,1,2,3,-1,0,Central Midfield
manuel ugarte,Defensive Midfield,22.0,24/25,paris sg,man utd,45000000,50000000.0,0.0,0.0,25,1932.0,21.5,53.87348969438524,33.0,2.0,103.0,0.0306825297432686,98.45132743362832,165.0,2201.0,57.015247883527294,0,1,1,0,1,Defensive Midfield
piotr zielinski,Central Midfield,29.0,24/25,napoli,inter,22000000,0.0,0.0,0.0,28,1924.0,21.4,57.32054015636106,93.5,5.0,169.0,0.0265042979942693,59.40983606557377,44.0,1724.0,52.57193675630198,0,1,1,0,1,Central Midfield
emile smith rowe,Attacking Midfield,23.0,24/25,arsenal,fulham,22000000,31800000.0,0.0,0.0,13,353.0,3.9,17.697228144989342,10.5,1.0,34.0,0.0395256916996047,20.12903225806452,10.0,294.0,25.16586017985024,0,1,4,-3,1,Attacking Midfield
ayanda sishuba,Attacking Midfield,18.0,24/25,lens,hellas verona,500000,2500000.0,0.0,0.0,7,62.0,0.7,6.5742714996446345,5.0,0.0,8.0,0.2127659574468085,1.324786324786325,4.0,21.0,0.0019527454630576,0,5,4,1,0,Attacking Midfield
ayanda sishuba,Attacking Midfield,18.0,24/25,hellas verona,rennes jugend,2000000,500000.0,0.0,0.0,7,62.0,0.7,6.5742714996446345,5.0,0.0,8.0,0.2127659574468085,0.953846153846154,4.0,21.0,0.0,0,4,2,2,0,Attacking Midfield
billy gilmour,Defensive Midfield,22.0,24/25,brighton,napoli,18000000,14000000.0,0.0,0.0,30,2120.0,23.6,62.43781094527364,56.5,1.0,232.0,0.0162494510320597,133.84920634920636,60.0,3340.0,65.51506318729449,0,3,1,2,1,Defensive Midfield
ben lhassine kone,Central Midfield,23.0,24/25,torino,como,800000,1500000.0,0.9259857229280096,0.4372,23,1316.065934065934,14.62087912087912,42.93641681701384,37.027472527472526,3.681318681318681,91.02197802197804,0.0718388983936959,1346.0695979822008,46.2967032967033,862.3846153846154,40.59856154508888,1,3,5,-2,0,Central Midfield
stefano sensi,Central Midfield,27.0,24/25,inter,monza,3000000,0.0,0.6185586694007748,0.3289,4,46.0,0.5,2.7540867093105903,5.0,1.0,6.0,0.0344827586206896,3.3210332103321027,3.0,86.0,21.89807683978924,0,1,5,-4,0,Central Midfield
enzo le fee,Central Midfield,23.0,24/25,rennes jugend,roma,18000000,23000000.0,0.0,0.0,25,1527.0,17.0,48.2764747690121,56.5,1.0,169.0,0.0460048426150121,65.31746031746032,86.0,1588.0,49.3335951792993,0,2,1,1,1,Central Midfield
enzo barrenechea,Defensive Midfield,22.0,24/25,juventus,aston villa,7500000,8000000.0,0.0,0.3097,36,2811.0,31.2,79.03340440653875,48.0,1.0,165.0,0.0162675101671938,148.3495145631068,139.0,3032.0,65.99751485161384,0,1,3,-2,1,Defensive Midfield
raoul bellanova,Right Midfield,23.0,24/25,torino,atalanta,15000000,22000000.0,0.0,0.0,23,1316.065934065934,14.62087912087912,42.93641681701384,37.027472527472526,3.681318681318681,91.02197802197804,0.0718388983936959,1057.7650237786424,46.2967032967033,862.3846153846154,39.08083579479318,1,3,2,1,1,Central Midfield
elliot anderson,Central Midfield,20.0,24/25,newcastle,nott'm forest,15000000,41200000.0,0.0,0.0,21,1027.0,11.4,36.549395877754094,32.0,2.0,94.0,0.078125,57.90322580645161,55.0,648.0,31.725587420524203,0,3,5,-2,1,Central Midfield
philipp sander,Central Midfield,26.0,24/25,holstein kiel,mönchengladbach,3000000,1000000.0,0.0,0.0,22,1336.5060240963855,14.849397590361448,42.03016757863009,34.90963855421687,3.734939759036144,80.46987951807229,0.0666814253193999,571.5365828196461,55.54216867469879,819.6024096385543,36.94462123173277,1,5,3,2,0,Central Midfield
remo freuler,Central Midfield,31.0,24/25,nott'm forest,bologna,6500000,1900000.0,0.0,0.0,32,2624.0,29.2,71.78393745557926,47.0,2.0,202.0,0.019742883379247,155.43147208121826,151.0,3014.0,68.91896756507191,0,5,3,2,0,Central Midfield
matteo guendouzi,Central Midfield,24.0,24/25,marseille,lazio,25000000,13000000.0,0.182436302294197,0.1648,35,2386.0,26.5,71.99715707178395,50.0,5.0,168.0,0.029126213592233,87.00980392156863,80.0,1695.0,52.66101062579096,0,1,2,-1,1,Central Midfield
reda belahyane,Defensive Midfield,19.0,24/25,hellas verona,lazio,10000000,9500000.0,0.0,0.0,3,117.0,1.3,2.5586353944562905,2.0,0.0,7.0,0.0377358490566037,4.487179487179487,3.0,68.0,20.919973877487053,0,4,2,2,1,Defensive Midfield
douglas luiz,Central Midfield,25.0,24/25,aston villa,juventus,70000000,51500000.0,0.0,0.0,35,2993.0,33.3,80.45486851457001,111.5,14.0,228.0,0.0272224585282858,111.32616487455198,113.0,3056.0,74.48311183410247,0,3,1,2,0,Central Midfield
donny van de beek,Central Midfield,26.0,24/25,man utd,girona,5000000,500000.0,0.0,0.0,8,357.0,4.0,11.869225302061125,6.5,0.0,12.0,0.0520231213872832,9.555555555555555,16.0,203.0,21.707867361922503,0,1,5,-4,0,Central Midfield
sergi roberto,Central Midfield,31.0,24/25,barcelona,como,2500000,0.0,0.0,0.0,14,860.0,9.6,25.977256574271504,21.0,5.0,63.0,0.039348710990502,88.58333333333334,30.0,1030.0,35.50522830344384,0,1,5,-4,0,Central Midfield
scott mctominay,Central Midfield,26.0,24/25,man utd,napoli,32000000,30500000.0,0.0,0.0,32,1901.0,21.1,61.709310589907616,24.0,8.0,93.0,0.0560949298813376,40.9727626459144,97.0,1006.0,41.68531804593551,0,1,1,0,1,Central Midfield
cesare casadei,Central Midfield,20.0,24/25,chelsea,torino,10000000,13000000.0,0.0,0.2579,11,79.0,0.9,11.584932480454867,4.0,0.0,4.0,0.037037037037037,6.140350877192982,6.0,102.0,21.41977856997322,0,1,3,-2,1,Central Midfield
mathis amougou,Central Midfield,18.0,24/25,saint-étienne,chelsea,5000000,15000000.0,0.0,0.0,17,958.9433962264152,10.65566037735849,30.861695565300188,26.24056603773585,3.0,69.91509433962264,0.0701669806243378,350.01111018277595,42.63207547169812,670.7547169811321,31.9882914618694,1,3,1,2,1,Central Midfield
daniel maldini,Attacking Midfield,21.0,24/25,monza,atalanta,6000000,10000000.0,0.0,0.0,18,596.0,6.6,27.00781805259417,25.0,5.0,42.0,0.111864406779661,19.754601226993863,18.0,290.0,19.920893939189916,0,5,2,3,1,Attacking Midfield
daniel maldini,Attacking Midfield,21.0,24/25,ac milan,monza,4500000,5000000.0,0.0,0.0,18,596.0,6.6,27.00781805259417,25.0,5.0,42.0,0.111864406779661,16.428571428571427,18.0,290.0,19.903384674603103,0,1,5,-4,1,Attacking Midfield
cher ndour,Central Midfield,19.0,24/25,paris sg,fiorentina,4000000,5000000.0,0.0,0.0,3,28.0,0.3,1.3148542999289268,0.0,0.0,2.0,0.0666666666666666,3.082191780821918,2.0,44.0,16.82216511490497,0,1,3,-2,0,Central Midfield
charles de ketelaere,Attacking Midfield,22.0,24/25,ac milan,atalanta,34000000,23200000.0,0.0,0.0,35,2026.0,22.5,67.02203269367449,95.5,18.0,214.0,0.1247723132969034,76.625,70.0,1007.0,46.07901760235613,0,1,2,-1,1,Attacking Midfield
conor gallagher,Central Midfield,23.0,24/25,chelsea,atlético,50000000,42000000.0,0.0,0.0,37,3128.0,34.8,84.70149253731344,106.5,12.0,234.0,0.0442079410560785,140.35714285714286,178.0,3022.0,77.15077500968601,0,1,1,0,1,Central Midfield
joao palhinha,Defensive Midfield,28.0,24/25,fulham,bayern munich,55000000,51000000.0,0.0,0.0,33,2699.0,30.0,73.96943852167735,29.5,5.0,105.0,0.03125,102.92079207920791,255.0,2065.0,64.66921880737868,0,4,1,3,1,Defensive Midfield
daichi kamada,Attacking Midfield,26.0,24/25,lazio,crystal palace,18000000,0.0,0.0,0.0,29,1544.0,17.2,53.28713574982232,47.5,4.0,136.0,0.036068530207394,76.23115577889448,95.0,1439.0,49.11546328157429,0,2,3,-1,1,Attacking Midfield
juan cuadrado,Right Midfield,36.0,24/25,inter,atalanta,1000000,0.0,0.0,0.0,26,1249.4,13.86,45.561478322672365,41.3,4.2,121.8,0.0465087204090708,730.7524841915085,47.0,1072.2,43.93066324137025,1,1,2,-1,1,Central Midfield
dani olmo,Attacking Midfield,25.0,24/25,leipzig,barcelona,60000000,55000000.0,0.0,0.0,21,1449.0,16.1,42.3951670220327,62.5,9.0,128.0,0.063231850117096,38.27205882352941,46.0,930.0,40.65977594793267,0,1,1,0,0,Attacking Midfield
xavi simons,Attacking Midfield,20.0,24/25,paris sg,leipzig,80000000,50000000.0,0.0,0.0,32,2653.0,29.5,72.15707178393747,167.0,19.0,338.0,0.06989543203082,95.93886462882097,69.0,1981.0,70.23688028414193,0,1,1,0,1,Attacking Midfield
luis hasa,Central Midfield,20.0,24/25,lecce,napoli,1000000,500000.0,0.0,0.0,18,975.2337662337662,10.836363636363636,32.276927053046464,26.12987012987013,2.363636363636364,59.298701298701296,0.0891250790502969,571.5365828196461,34.896103896103895,582.6103896103896,28.85226651406373,1,5,1,4,0,Central Midfield
ibrahim sulemana,Defensive Midfield,20.0,24/25,cagliari,atalanta,4000000,7400000.0,0.0,0.0,21,1339.0,14.9,40.90262970859986,14.0,2.0,42.0,0.0551053484602917,34.950980392156865,67.0,699.0,31.68590349246439,0,4,2,2,1,Defensive Midfield
