PlayerName,Position,Age,Season_x,LeftClub,JoinedClub,MarketValue,Fee,Injury_Index,Loan_Index,Matches_Played,Mins_played,90s_Played,Role_In_Prev_Club_Index,Chance_Creation_Index,Attacking_Contributions,Ball_Progression,Mistake_Rate,Midfield_Control,Defensive_Actions,Possession_Control,Performance_Index,Missing_Stats?,club_left_rank,club_joined_rank,Delta_Club_Rank,Transfer_Success,Role_Cohort
antonio blanco,Defensive Midfield,22.0,23/24,real madrid,alavés,5000000,4000000.0,0.0,0.3419,3,158.0,1.8,3.1805259417199725,2.0,0.0,3.0,0.0609756097560975,5.25,12.0,103.0,18.88910838951964,0,1,4,-3,1,Defensive Midfield
justin kluivert,Attacking Midfield,23.0,23/24,roma,bournemouth,14000000,10800000.0,0.5324655639097745,0.2071,26,1447.0,16.1,48.34754797441366,53.5,6.0,91.0,0.104631217838765,41.4179104477612,28.0,429.0,27.394170676336724,0,1,4,-3,1,Attacking Midfield
kevin strootman,Central Midfield,32.0,23/24,marseille,genoa,1300000,0.0,0.3108571428571428,0.4283,30,2229.0,24.8,63.93034825870648,69.0,2.0,299.0,0.0209107806691449,143.09859154929575,134.0,2979.0,73.84963681381953,0,1,4,-3,0,Central Midfield
marco asensio,Attacking Midfield,26.0,23/24,real madrid,paris sg,25000000,0.0,0.0,0.0,31,1442.0,16.0,54.17555081734187,79.0,15.0,126.0,0.0336487907465825,139.87654320987656,29.0,1025.0,46.94015228752364,0,1,1,0,0,Attacking Midfield
marcel sabitzer,Central Midfield,28.0,23/24,bayern munich,dortmund,20000000,19000000.0,0.3008471228070175,0.1847,26,1255.0,13.9,45.61122956645345,31.5,3.0,105.0,0.0248648648648648,85.0,66.0,1162.0,43.30520194229662,0,1,1,0,1,Central Midfield
stijn spierings,Central Midfield,26.0,23/24,toulouse,lens,6000000,0.0,0.0,0.0,36,3120.0,34.7,83.38663823738453,52.0,2.0,262.0,0.0214168039538715,334.0,197.0,3310.0,79.03602971049845,0,4,5,-1,0,Central Midfield
sergi altimira,Central Midfield,21.0,23/24,getafe,real betis,300000,2000000.0,0.0,0.0,18,1022.536231884058,11.366666666666664,32.93650793650794,29.38405797101449,3.115942028985508,72.14492753623189,0.0773342039201689,350.01111018277595,43.63768115942029,664.5652173913044,31.5282195851124,1,3,3,0,0,Central Midfield
jude bellingham,Attacking Midfield,19.0,23/24,dortmund,real madrid,120000000,127000000.0,0.0,0.0,31,2691.0,29.9,71.46410803127222,96.5,12.0,349.0,0.0578670492587278,340.0,162.0,2513.0,78.01600364339382,0,1,1,0,1,Attacking Midfield
marco brescianini,Central Midfield,22.0,23/24,ac milan,frosinone,900000,5200000.0,0.0,0.0,37,2510.0,27.9,76.11940298507463,63.5,4.0,131.0,0.0550161812297734,81.06741573033707,88.0,1368.0,46.492538231119504,0,1,5,-4,0,Central Midfield
junior dina ebimbe,Right Midfield,21.0,23/24,paris sg,frankfurt,10000000,6500000.0,0.0,0.0,19,1063.0,11.8,34.665955934612654,17.5,4.0,83.0,0.0609579100145137,61.869918699187,59.0,719.0,33.84389166413299,0,1,3,-2,1,Central Midfield
martin hongla,Defensive Midfield,24.0,23/24,hellas verona,granada,2800000,2750000.0,0.0551157894736842,0.3801,22,1339.894117647059,14.887058823529411,42.07700990844099,40.42941176470588,4.070588235294117,92.3529411764706,0.0654927620694108,1057.7650237786424,47.21176470588235,912.2117647058824,40.64029339110064,1,4,4,0,0,Defensive Midfield
boubacar traore,Defensive Midfield,20.0,23/24,fc mtz,wolves,5000000,11000000.0,0.0,0.0,10,411.0,4.6,14.996446339729925,4.0,1.0,12.0,0.0324324324324324,15.2317880794702,23.0,228.0,25.04248834005576,0,5,4,1,1,Defensive Midfield
cristian volpato,Attacking Midfield,18.0,23/24,roma,sassuolo,3000000,7500000.0,0.0,0.0,7,227.0,2.5,8.813077469793889,7.0,2.0,26.0,0.1304347826086956,7.5,7.0,147.0,12.779305159396577,0,1,3,-2,0,Attacking Midfield
christoph baumgartner,Attacking Midfield,22.0,23/24,hoffenheim,leipzig,24000000,25500000.0,0.0,0.0,33,2567.0,28.5,72.1037668798863,68.5,10.0,176.0,0.0873134328358209,98.6013986013986,108.0,1265.0,48.80045531298051,0,3,1,2,1,Attacking Midfield
mateo kovacic,Central Midfield,28.0,23/24,chelsea,man city,38000000,29100000.0,0.0,0.0,27,1707.0,19.0,53.1449893390192,54.0,3.0,190.0,0.03485254691689,1266.0352182539682,65.0,2068.0,59.98730068682191,0,1,1,0,0,Central Midfield
mason mount,Attacking Midfield,23.0,23/24,chelsea,man utd,60000000,67700000.0,0.0,0.0,24,1648.0,18.3,48.70291400142147,58.5,5.0,146.0,0.067079463364293,56.54822335025381,65.0,1000.0,41.64231506131584,0,1,1,0,0,Attacking Midfield
marvelous nakamba,Defensive Midfield,28.0,23/24,aston villa,luton town,4000000,2900000.0,0.255,0.4489,17,1423.0,15.8,37.26012793176973,15.5,0.0,80.0,0.0543046357615894,50.92896174863388,100.0,927.0,37.54957177619386,0,3,5,-2,0,Defensive Midfield
sandro tonali,Defensive Midfield,22.0,23/24,ac milan,newcastle,50000000,58900000.0,0.0,0.0,34,2713.0,30.1,75.28429282160627,112.5,9.0,220.0,0.0272331154684095,162.71428571428572,123.0,2192.0,68.00093047500135,0,1,3,-2,1,Defensive Midfield
sander berge,Defensive Midfield,24.0,23/24,sheffield utd,burnley,20000000,13900000.0,0.0,0.0,37,3103.0,34.5,84.32835820895524,80.5,11.0,264.0,0.0486111111111111,126.95121951219512,94.0,1951.0,62.711764620715925,0,5,4,1,1,Defensive Midfield
romain faivre,Attacking Midfield,24.0,23/24,lyon,bournemouth,10000000,15000000.0,0.252496661007357,0.388,26,1546.0,17.2,49.71570717839375,52.0,9.0,182.0,0.0508849557522123,51.26696832579185,34.0,1051.0,44.40506591360444,0,1,4,-3,0,Attacking Midfield
juan cuadrado,Right Midfield,35.0,23/24,juventus,inter,4000000,0.0,0.0,0.0,33,1783.0,19.85,61.345060412224605,75.0,7.0,140.0,0.0569502321269043,730.7524841915085,34.5,1203.0,46.45787994801668,1,1,1,0,1,Central Midfield
ryan gravenberch,Defensive Midfield,20.0,23/24,bayern munich,liverpool,30000000,40000000.0,0.0,0.0,24,576.0,6.4,33.90191897654584,20.5,0.0,55.0,0.0703933747412008,33.12169312169313,35.0,595.0,26.90613695827999,0,1,1,0,1,Defensive Midfield
santi comesana,Central Midfield,25.0,23/24,rayo vallecano,villarreal,7500000,0.0,0.0,0.0,35,2451.0,27.2,72.86780383795309,84.5,5.0,190.0,0.0466321243523316,121.02409638554217,142.0,1951.0,60.76810698948436,0,4,2,2,0,Central Midfield
ruslan malinovskyi,Attacking Midfield,29.0,23/24,marseille,genoa,10000000,7700000.0,0.0,0.0,35,1780.0,19.8,63.66382373845061,73.5,5.0,168.0,0.0712377560106856,106.260162601626,64.0,1190.0,44.61777771942269,0,1,4,-3,0,Attacking Midfield
ruslan malinovskyi,Attacking Midfield,29.0,23/24,atalanta,marseille,15000000,10000000.0,0.1055723627249943,0.3874,35,1780.0,19.8,63.66382373845061,73.5,5.0,168.0,0.0712377560106856,72.20994475138122,64.0,1190.0,44.438526687498346,0,2,1,1,0,Attacking Midfield
ruben loftus-cheek,Central Midfield,27.0,23/24,chelsea,ac milan,25000000,18900000.0,0.0,0.0,26,1744.428571428571,19.379591836734694,52.42664229871053,52.8469387755102,5.183673469387755,125.6938775510204,0.0461473222003297,467.7715458926901,78.81632653061224,1386.65306122449,48.45212529609408,1,1,1,0,1,Central Midfield
dejan kulusevski,Attacking Midfield,22.0,23/24,juventus,tottenham,50000000,30000000.0,0.2916315789473683,0.3006,30,2067.0,23.0,61.69154228855722,95.5,9.0,154.0,0.1240458015267175,131.57303370786514,70.0,976.0,39.55957929979487,0,1,2,-1,0,Attacking Midfield
declan rice,Central Midfield,23.0,23/24,west ham,arsenal,90000000,116600000.0,0.0,0.0,37,3273.0,36.4,86.69154228855723,87.0,5.0,329.0,0.0218181818181818,275.25,187.0,3266.0,84.49539522116802,0,3,1,2,1,Central Midfield
cole palmer,Attacking Midfield,20.0,23/24,man city,chelsea,18000000,47000000.0,0.0,0.0,14,370.0,4.1,19.13646055437101,15.0,1.0,42.0,0.0846774193548387,18.36477987421384,8.0,252.0,20.04530221823101,0,1,1,0,1,Attacking Midfield
daniel boloca,Defensive Midfield,23.0,23/24,frosinone,sassuolo,3500000,6500000.0,0.0,0.0,31,2601.0,28.9,70.22032693674485,75.0,2.0,241.0,0.02803738317757,123.95348837209302,134.0,2626.0,67.76561775120285,0,5,3,2,1,Defensive Midfield
ross barkley,Central Midfield,28.0,23/24,nice,luton town,6000000,0.0,0.0,0.0,27,960.0,10.7,42.82160625444208,56.5,6.0,78.0,0.0594059405940594,109.40298507462686,31.0,687.0,34.44615852308198,0,3,5,-2,0,Central Midfield
denis zakaria,Defensive Midfield,25.0,23/24,juventus,monaco,18000000,20000000.0,0.258331983805668,0.1136,9,534.0,5.9,15.422885572139307,2.5,0.0,20.0,0.0557620817843866,14.80349344978166,26.0,333.0,23.153672616010954,0,1,2,-1,1,Defensive Midfield
denis suarez,Attacking Midfield,28.0,23/24,celta vigo,villarreal,5000000,0.0,0.0,0.4499,18,945.0,10.5,31.8585643212509,33.0,0.0,69.0,0.044362292051756,40.670731707317074,42.0,633.0,32.39685327930924,0,3,2,1,1,Attacking Midfield
riccardo saponara,Attacking Midfield,31.0,23/24,fiorentina,hellas verona,2000000,0.0,0.1815508771929824,0.4277,22,1200.7894736842106,13.33157894736842,40.142333445554186,37.026315789473685,4.0,86.84210526315789,0.0627910991869978,88.04997732426304,45.578947368421055,845.1578947368421,34.77042212590917,1,3,4,-1,0,Attacking Midfield
dominik szoboszlai,Attacking Midfield,21.0,23/24,leipzig,liverpool,50000000,70000000.0,0.0,0.0,31,2444.0,27.2,68.10589907604835,145.0,14.0,226.0,0.0471698113207547,254.9462365591397,105.0,2214.0,68.78901477932351,0,1,1,0,1,Attacking Midfield
matteo pessina,Central Midfield,25.0,23/24,atalanta,monza,15000000,12000000.0,0.3538035087719298,0.3602,35,2932.0,32.6,79.58422174840086,56.5,8.0,270.0,0.0407905803195963,157.0,144.0,3052.0,72.66784358437499,0,2,5,-3,1,Central Midfield
roberto gagliardini,Central Midfield,28.0,23/24,inter,monza,4000000,0.0,0.0,0.0,19,783.0,8.7,30.810234541577824,14.5,0.0,59.0,0.0242290748898678,31.67630057803468,34.0,526.0,31.78506509726485,0,1,5,-4,0,Central Midfield
daichi kamada,Attacking Midfield,25.0,23/24,frankfurt,lazio,27000000,0.0,0.0,0.0,32,2265.0,25.2,66.80881307746981,76.5,15.0,207.0,0.0372588157019294,118.11764705882354,98.0,1903.0,62.06213535150399,0,3,2,1,1,Attacking Midfield
raoul bellanova,Right Midfield,22.0,23/24,cagliari,torino,5000000,7000000.0,0.1058473684210526,0.0597,20,1047.7777777777778,11.644444444444444,35.662955065940146,30.95238095238096,2.6666666666666665,65.06349206349206,0.0796425820097644,1057.7650237786424,40.98412698412698,627.015873015873,34.04761382744285,1,4,3,1,1,Central Midfield
ramon terrats,Central Midfield,21.0,23/24,girona,villarreal,4000000,2500000.0,0.1819964420396786,0.1222,24,1028.0,11.4,40.12082444918266,22.5,2.0,76.0,0.0624048706240487,38.45794392523365,47.0,787.0,32.12435334914312,0,5,2,3,1,Central Midfield
eljif elmas,Attacking Midfield,23.0,23/24,napoli,leipzig,24000000,24000000.0,0.0,0.0,22,1339.894117647059,14.887058823529411,42.07700990844099,40.42941176470588,4.070588235294117,92.3529411764706,0.0654927620694108,693.5846566504367,47.21176470588235,912.2117647058824,38.72313365657501,1,1,1,0,0,Attacking Midfield
djibril sow,Central Midfield,25.0,23/24,frankfurt,sevilla fc,22000000,10000000.0,0.0,0.0,32,2646.0,29.4,72.03269367448473,41.5,4.0,221.0,0.0220994475138121,169.53333333333333,91.0,2514.0,62.082380991749474,0,3,2,1,0,Central Midfield
reda belahyane,Defensive Midfield,18.0,23/24,nice,hellas verona,200000,500000.0,0.0,0.0,4,182.0,2.0,4.619758351101636,2.0,0.0,13.0,0.0592592592592592,9.655172413793103,15.0,195.0,20.506229233278955,0,3,4,-1,0,Defensive Midfield
felix nmecha,Central Midfield,21.0,23/24,wolfsburg,dortmund,15000000,30000000.0,0.0,0.0,30,1836.0,20.4,58.45771144278607,45.0,8.0,109.0,0.0558428128231644,34.47852760736196,92.0,1070.0,43.78306433477072,0,3,1,2,1,Central Midfield
paul akouokou,Defensive Midfield,24.0,23/24,real betis,lyon,3500000,3000000.0,0.0,0.0,12,447.0,5.0,17.87491115849325,1.0,0.0,11.0,0.0214592274678111,9.423728813559322,30.0,277.0,26.61620736248472,0,3,1,2,0,Defensive Midfield
jefferson lerma,Defensive Midfield,27.0,23/24,bournemouth,crystal palace,20000000,0.0,0.0,0.0,37,3252.0,36.1,86.31840796019902,41.0,5.0,164.0,0.0211995863495346,74.74842767295598,129.0,2347.0,60.94009424465568,0,4,3,1,0,Defensive Midfield
jean n'guessan,Central Midfield,19.0,23/24,nice,fc mtz,1200000,430000.0,0.0,0.0,16,850.554347826087,9.44891304347826,28.170289855072465,24.26086956521739,2.391304347826087,65.20652173913044,0.0750755487835136,350.01111018277595,37.65217391304348,591.3369565217391,29.88735518850877,1,3,5,-2,0,Central Midfield
oriol romeu,Defensive Midfield,30.0,23/24,girona,barcelona,5000000,3400000.0,0.0,0.0,34,3024.0,33.6,79.63752665245204,49.5,2.0,154.0,0.0276520864756158,74.98550724637681,158.0,2571.0,62.81069016582594,0,5,1,4,0,Defensive Midfield
inigo ruiz de galarreta,Central Midfield,28.0,23/24,rcd mallorca,bilbao athletic,3000000,0.0,0.0,0.0,30,2449.0,27.2,66.91542288557214,43.0,1.0,147.0,0.0214384508990318,87.76255707762559,110.0,1901.0,54.30878454881847,0,4,3,1,0,Central Midfield
james milner,Central Midfield,36.0,23/24,liverpool,brighton,1500000,0.0,0.0,0.0,31,913.0,10.1,46.83724235963043,31.0,1.0,91.0,0.0389150943396226,33.47402597402598,52.0,953.0,37.33021872092042,0,1,3,-2,1,Central Midfield
michel adopo,Central Midfield,21.0,23/24,torino,atalanta,500000,0.0,0.0296456140350877,0.3084,20,1047.7777777777778,11.644444444444444,35.662955065940146,30.95238095238096,2.6666666666666665,65.06349206349206,0.0796425820097644,350.01111018277595,40.98412698412698,627.015873015873,30.321775128891453,1,3,2,1,0,Central Midfield
jakub jankto,Left Midfield,26.0,23/24,getafe,cagliari,1000000,540000.0,0.4702420690902513,0.4107,25,1421.2463768115942,15.791304347826086,46.77312196780076,38.16666666666666,3.5942028985507246,102.9855072463768,0.0652856792203282,1057.7650237786424,58.26086956521739,1058.7101449275362,42.79548655144232,1,3,4,-1,0,Central Midfield
fares chaibi,Attacking Midfield,20.0,23/24,toulouse,frankfurt,10000000,10000000.0,0.0,0.0,36,2340.0,26.0,72.56574271499646,66.0,10.0,172.0,0.0593607305936073,2176.649819494585,88.0,1348.0,61.55123877174019,0,4,3,1,0,Attacking Midfield
oier zarraga,Central Midfield,23.0,23/24,bilbao athletic,udinese,3000000,0.0,0.0,0.0,26,852.0,9.5,40.13859275053305,24.5,0.0,49.0,0.0335570469798657,17.076923076923077,31.0,523.0,30.335320529981235,0,3,3,0,0,Central Midfield
mitchel bakker,Left Midfield,22.0,23/24,leverkusen,atalanta,9000000,8800000.0,0.0,0.0,28,1659.0,18.4,53.58919687277897,35.5,5.0,85.0,0.0333625987708516,43.99371069182389,51.0,1334.0,41.71593997963945,0,1,2,-1,0,Central Midfield
pablo fornals,Central Midfield,26.0,23/24,west ham,real betis,17000000,8000000.0,0.0,0.0,32,1503.0,16.7,56.23667377398721,48.5,4.0,122.0,0.0392584514721919,34.24050632911393,60.0,981.0,42.0077334985419,0,3,3,0,0,Central Midfield
granit xhaka,Defensive Midfield,29.0,23/24,arsenal,leverkusen,20000000,15000000.0,0.0,0.0,37,2993.0,33.3,82.83582089552239,102.0,14.0,238.0,0.0317292437863564,80.55737704918033,77.0,2282.0,65.98660938236748,0,1,1,0,1,Defensive Midfield
gonzalo villar,Central Midfield,24.0,23/24,roma,granada,2800000,1800000.0,0.1040280701754386,0.2828,31,1153.0,12.8,50.19545131485431,10.5,0.0,75.0,0.0379084967320261,30.93093093093093,53.0,1019.0,35.46917568705493,0,1,4,-3,0,Central Midfield
nicolas dominguez,Central Midfield,24.0,23/24,bologna,nott'm forest,17000000,6650000.0,0.0,0.0,31,2300.0,25.6,66.11584932480456,71.5,5.0,186.0,0.0416911332941867,68.83435582822085,129.0,2160.0,60.313007099853294,0,3,5,-2,1,Central Midfield
ivan martin,Attacking Midfield,23.0,23/24,villarreal,girona,3000000,2000000.0,0.3203157894736842,0.4318,24,1586.0,17.6,47.83226723525232,34.0,6.0,86.0,0.083941605839416,41.875,30.0,990.0,32.10416538258929,0,2,5,-3,0,Attacking Midfield
ivan ilic,Central Midfield,21.0,23/24,hellas verona,torino,19000000,16500000.0,0.2185035350846596,0.1761,20,1047.7777777777778,11.644444444444444,35.662955065940146,30.95238095238096,2.6666666666666665,65.06349206349206,0.0796425820097644,1191.4592274678112,40.98412698412698,627.015873015873,34.751422069698016,1,4,3,1,1,Central Midfield
moises caicedo,Defensive Midfield,20.0,23/24,brighton,chelsea,75000000,116000000.0,0.0,0.0,37,3139.0,34.9,84.82587064676618,87.0,2.0,257.0,0.0238186707645024,131.39705882352942,199.0,3513.0,80.8515850442744,0,3,1,2,1,Defensive Midfield
nikola vlasic,Attacking Midfield,24.0,23/24,west ham,torino,17000000,10600000.0,0.2107736842105262,0.2273,34,2728.0,30.3,75.53304904051174,120.5,11.0,191.0,0.1103395061728395,43.8,67.0,1323.0,46.91640815923122,0,3,3,0,0,Attacking Midfield
giovanni fabbian,Attacking Midfield,19.0,23/24,inter,bologna,6000000,5370000.0,0.0496736842105262,0.3084,36,2827.0,31.4,79.28216062544422,34.0,9.0,111.0,0.0701559020044543,26.144927536231883,82.0,823.0,39.50271303126595,0,1,3,-2,0,Attacking Midfield
uros racic,Defensive Midfield,24.0,23/24,valencia,sassuolo,6500000,2500000.0,0.0,0.515,25,1120.0,12.4,42.555081734186224,22.5,1.0,91.0,0.0304568527918781,2137.0144066470684,60.0,1026.0,50.04509636488991,0,3,3,0,1,Defensive Midfield
lesley ugochukwu,Defensive Midfield,18.0,23/24,rennes jugend,chelsea,9000000,27000000.0,0.0,0.0,26,1330.0,14.8,46.73063255152808,9.5,1.0,61.0,0.0215189873417721,72.92207792207792,81.0,1112.0,40.08410823219864,0,2,1,1,0,Defensive Midfield
ander guevara,Central Midfield,25.0,23/24,real sociedad,alavés,2500000,1800000.0,0.0,0.0,8,221.0,2.5,10.00355366027008,7.5,0.0,19.0,0.01,9.7979797979798,13.0,288.0,27.463833546603936,0,3,4,-1,0,Central Midfield
wataru endo,Defensive Midfield,29.0,23/24,stuttgart,liverpool,6500000,20000000.0,0.0,0.0,33,2922.0,32.5,77.07889125799575,88.0,9.0,203.0,0.0571276027762947,123.62637362637363,140.0,2183.0,63.2055116171062,0,3,1,2,1,Defensive Midfield
alexis mac allister,Central Midfield,23.0,23/24,brighton,liverpool,65000000,42000000.0,0.0,0.0,35,2886.0,32.1,78.96233120113718,100.0,12.0,243.0,0.038038496791934,89.00311526479751,118.0,2780.0,71.23054918325145,0,3,1,2,1,Central Midfield
yunus musah,Central Midfield,19.0,23/24,valencia,ac milan,18000000,21200000.0,0.0,0.0,33,2110.0,23.4,65.76048329779674,39.5,2.0,165.0,0.0718446601941747,88.2962962962963,79.0,1091.0,41.85293495286426,0,3,1,2,1,Central Midfield
alex collado,Attacking Midfield,23.0,23/24,barcelona,real betis,3000000,500000.0,0.0,0.0,15,722.0,8.0,25.17768301350391,37.5,2.0,58.0,0.0565610859728506,15.014409221902016,40.0,478.0,30.044960910606772,0,1,3,-2,0,Attacking Midfield
lovro majer,Attacking Midfield,24.0,23/24,rennes jugend,wolfsburg,20000000,25000000.0,0.0,0.0,32,1668.0,18.5,58.47547974413647,75.5,7.0,200.0,0.0648694187026116,79.8342541436464,76.0,1330.0,49.77641773110143,0,2,3,-1,1,Attacking Midfield
youssouf fofana,Defensive Midfield,24.0,24/25,monaco,ac milan,30000000,20000000.0,0.0,0.0,32,2697.0,30.0,72.77896233120114,90.0,8.0,302.0,0.0388073828679602,177.03703703703707,133.0,2782.0,74.16970188024251,0,2,1,1,1,Defensive Midfield
nathan buayi-kiala,Defensive Midfield,20.0,24/25,parma,aj auxerre,200000,800000.0,0.0,0.0,18,975.2337662337662,10.836363636363636,32.276927053046464,26.12987012987013,2.363636363636364,59.298701298701296,0.0891250790502969,297.6148329702252,34.896103896103895,582.6103896103896,27.410256464583934,1,4,5,-1,0,Defensive Midfield
yannik keitel,Defensive Midfield,23.0,24/25,freiburg,stuttgart,5000000,0.0,0.0,0.0,15,920.0,10.2,27.91400142146411,7.5,1.0,52.0,0.0147710487444608,36.62037037037037,49.0,784.0,35.36153133938453,0,3,3,0,1,Defensive Midfield
amadou onana,Defensive Midfield,21.0,24/25,everton,aston villa,50000000,59350000.0,0.0,0.0,30,2091.0,23.2,61.940298507462686,46.0,2.0,128.0,0.0232378001549186,56.3448275862069,117.0,1595.0,52.07903435153337,0,3,3,0,1,Defensive Midfield
warren bondo,Central Midfield,19.0,24/25,monza,ac milan,7000000,10000000.0,0.0,0.0,25,1475.0,16.4,47.53020611229568,22.0,2.0,74.0,0.0466666666666666,43.74468085106383,48.0,1015.0,35.38901957171798,0,5,1,4,1,Central Midfield
alfred duncan,Central Midfield,30.0,24/25,fiorentina,venezia,4000000,0.0,0.1659508771929824,0.3125,30,1888.0,21.0,59.203980099502495,66.0,7.0,156.0,0.03125,66.30901287553648,73.0,1498.0,51.46985557960031,0,3,5,-2,0,Central Midfield
ilkay gundogan,Central Midfield,32.0,24/25,barcelona,man city,15000000,0.0,0.0,0.0,36,2994.0,33.3,81.64534470504621,180.0,14.0,295.0,0.0241492864983534,165.95652173913044,72.0,3701.0,83.47347352027754,0,1,1,0,1,Central Midfield
adam lallana,Attacking Midfield,35.0,24/25,brighton,southampton,1000000,0.0,0.0,0.0,25,850.0,9.4,38.82373845060413,29.0,1.0,48.0,0.0557491289198606,27.253521126760567,13.0,719.0,28.01597884381137,0,3,4,-1,0,Attacking Midfield
kristijan jakic,Defensive Midfield,26.0,24/25,frankfurt,augsburg,6500000,5000000.0,0.0,0.0,18,1251.0,13.9,36.08742004264393,19.0,3.0,81.0,0.033288948069241,1537.3061801454894,67.0,938.0,46.55311950755551,0,3,3,0,1,Defensive Midfield
gaetano oristanio,Attacking Midfield,20.0,24/25,inter,venezia,4000000,4000000.0,0.3141655930871955,0.2301,25,1104.0,12.3,42.43070362473348,34.5,3.0,51.0,0.1995305164319248,17.6890756302521,40.0,345.0,11.938942720917474,0,1,5,-4,0,Attacking Midfield
guido rodriguez,Defensive Midfield,29.0,24/25,real betis,west ham,20000000,0.0,0.0,0.0,24,1846.0,20.5,51.43923240938168,16.0,2.0,73.0,0.0293884034948371,154.48598130841123,109.0,1635.0,46.58303070790302,0,3,3,0,0,Defensive Midfield
niklas dorsch,Defensive Midfield,25.0,24/25,augsburg,heidenheim,4000000,3500000.0,0.0,0.0,21,1386.0,15.4,41.52452025586354,12.0,0.0,59.0,0.0389447236180904,73.66906474820144,66.0,1012.0,35.79411360799449,0,3,5,-2,0,Defensive Midfield
alexis claude-maurice,Attacking Midfield,25.0,24/25,nice,augsburg,3500000,0.0,0.173578947368421,0.3182,18,504.0,5.6,25.764036958066807,14.0,0.0,36.0,0.0666666666666666,18.640776699029125,21.0,359.0,23.18637195580501,0,3,3,0,0,Attacking Midfield
morten thorsby,Central Midfield,27.0,24/25,union berlin,genoa,3000000,3100000.0,0.1749168421052631,0.3239,24,1157.0,12.9,41.98649609097371,16.0,4.0,34.0,0.0936170212765957,15.210355987055015,44.0,431.0,23.78693460978647,0,5,4,1,0,Central Midfield
morgan sanson,Central Midfield,28.0,24/25,aston villa,nice,8000000,4000000.0,0.235277192982456,0.52,29,1964.0,21.8,59.008528784648206,80.0,5.0,132.0,0.0933211344922232,58.71428571428572,80.0,1135.0,41.0599258068051,0,3,3,0,0,Central Midfield
lucien agoume,Defensive Midfield,21.0,24/25,inter,sevilla fc,6000000,8000000.0,0.0,0.0,18,975.2337662337662,10.836363636363636,32.276927053046464,26.12987012987013,2.363636363636364,59.298701298701296,0.0891250790502969,1654.8374694813776,34.896103896103895,582.6103896103896,34.55510232770506,1,1,2,-1,0,Defensive Midfield
mahmoud dahoud,Central Midfield,27.0,24/25,brighton,frankfurt,6000000,0.0,0.0,0.0,22,679.0,7.5,32.88912579957356,29.0,2.0,35.0,0.0317965023847376,36.0,23.0,871.0,32.334412139703524,0,3,3,0,0,Central Midfield
fabio carvalho,Attacking Midfield,20.0,24/25,liverpool,brentford,14000000,23400000.0,0.0558912280701754,0.1954,20,1123.388888888889,12.475,36.695984363894816,33.84722222222222,3.736111111111111,83.54166666666667,0.0824525800414307,693.5846566504367,48.0,736.4722222222222,34.66819607936729,1,1,5,-4,1,Attacking Midfield
tommy doyle,Central Midfield,21.0,24/25,man city,wolves,10000000,5000000.0,0.0,0.0,26,1222.0,13.6,45.23809523809525,21.0,0.0,102.0,0.0131950989632422,53.25925925925926,60.0,1421.0,43.75924466335172,0,1,4,-3,0,Central Midfield
kevin stoger,Attacking Midfield,29.0,24/25,vfl bochum,mönchengladbach,5000000,0.0,0.0,0.0,24,1487.75,16.532692307692308,46.50477010551638,41.30769230769231,4.1923076923076925,96.57692307692308,0.0437341583231368,119.1880341880342,62.03846153846154,1230.9807692307693,41.85321085104577,1,5,3,2,0,Attacking Midfield
manu kone,Central Midfield,22.0,24/25,mönchengladbach,roma,20000000,18000000.0,0.0,0.0,18,942.943661971831,10.476056338028169,31.828783647156577,30.85211267605634,4.535211267605634,62.098591549295776,0.0920857637990137,38.67109634551495,36.69014084507042,568.0985915492957,26.981848326447416,1,3,1,2,1,Central Midfield
kiernan dewsbury-hall,Central Midfield,24.0,24/25,leicester,chelsea,30000000,35400000.0,0.0,0.0,44,3636.0,40.4,100.0,210.0,26.0,430.0,0.0644523527085804,134.57777777777778,103.0,2726.0,88.83079655870223,0,3,1,2,0,Central Midfield
khephren thuram,Central Midfield,22.0,24/25,nice,juventus,35000000,20600000.0,0.0,0.0,27,2108.0,23.4,58.61762615493959,70.5,2.0,171.0,0.0429491768074445,135.0359712230216,81.0,1820.0,52.37716196043844,0,3,1,2,1,Central Midfield
oliver skipp,Defensive Midfield,22.0,24/25,tottenham,leicester,15000000,23500000.0,0.0,0.0,21,707.0,7.9,32.19616204690832,14.0,0.0,45.0,0.0334821428571428,20.89108910891089,33.0,608.0,30.22412740671852,0,2,3,-1,0,Defensive Midfield
flynn downes,Defensive Midfield,24.0,24/25,west ham,southampton,9000000,17850000.0,0.0,0.2898,33,2550.0,28.3,71.85501066098082,58.0,4.0,170.0,0.0157089706490285,169.80769230769232,138.0,3489.0,70.8907204274852,0,3,4,-1,1,Defensive Midfield
tim iroegbunam,Central Midfield,20.0,24/25,aston villa,everton,4000000,10700000.0,0.0,0.267,9,164.0,1.8,10.323383084577117,0.0,0.0,4.0,0.0632911392405063,4.07563025210084,12.0,97.0,18.509820250567472,0,3,3,0,0,Central Midfield
gaetano castrovilli,Central Midfield,26.0,24/25,fiorentina,lazio,7000000,0.0,0.0,0.0,6,367.0,4.1,9.61265103056148,12.0,3.0,26.0,0.10625,6.254545454545454,9.0,147.0,16.48748373555896,0,3,2,1,0,Central Midfield
