PlayerName,Position,Age,Season,LeftClub,JoinedClub,MarketValue,Fee,Loan_Index,Injury_Index,Performance_Index,Role_In_Prev_Club_Index,Delta_Club_Rank,Transfer_Success
andreas voglsammer,Centre-Forward,29.0,21/22,arm. bielefeld,union berlin,1700000.0,0.0,0.0,0.0,12.950997950513834,29.156223893066,0,0
dusan vlahovic,Centre-Forward,21.0,21/22,fiorentina,juventus,70000000.0,83500000.0,0.0,0.0,46.68641037488671,66.40815571943965,-2,1
keita balde,Left Winger,26.0,21/22,monaco,cagliari,8000000.0,0.0,0.2039,0.242119298245614,15.825377946215877,33.38206627680312,2,1
antonio candreva,Right Winger,35.0,21/22,inter,sampdoria,2500000.0,2500000.0,0.3807,0.1096736842105262,77.59301421599197,69.28881415565364,2,1
kang-in lee,Right Winger,20.0,21/22,valencia,rcd mallorca,10000000.0,0.0,0.0,0.0,21.58716520824748,38.25536062378168,1,1
jurgen locadia,Centre-Forward,25.0,21/22,brighton,vfl bochum,3000000.0,0.0,0.0,0.0,10.296914022385156,41.61391703631207,2,0
roberto soldado,Centre-Forward,36.0,21/22,granada,levante,1200000.0,500000.0,0.0,0.0,20.41456117053417,42.21665274296853,0,0
franck ribery,Left Winger,38.0,21/22,fiorentina,salernitana,3000000.0,0.0,0.0,0.0,32.87136328687399,68.4558618769145,2,1
demarai gray,Left Winger,25.0,21/22,leverkusen,everton,8000000.0,2000000.0,0.0,0.0,7.892567189623933,13.324979114452798,2,1
gaetan laborde,Centre-Forward,27.0,21/22,montpellier,rennes jugend,15000000.0,15000000.0,0.0,0.0,56.57779436310343,97.88359788359789,-1,1
theo walcott,Right Winger,32.0,21/22,everton,southampton,5000000.0,0.0,0.4148,0.5505188070175439,16.351068354082127,50.25758841548316,1,0
tammy abraham,Centre-Forward,23.0,21/22,chelsea,roma,38000000.0,41000000.0,0.3166,0.4065873577072452,14.875800752229315,31.13338902812587,0,0
stevan jovetic,Centre-Forward,31.0,21/22,monaco,hertha bsc,5000000.0,0.0,0.0,0.0,22.17277070147188,35.235316213266806,1,1
matheus cunha,Centre-Forward,22.0,21/22,hertha bsc,atlético,30000000.0,35000000.0,0.0,0.0,43.13160983017107,64.50849345586187,-2,0
olivier giroud,Centre-Forward,34.0,21/22,chelsea,ac milan,4000000.0,4800000.0,0.0,0.0,9.049861601762007,21.505151768309663,0,1
ognjen stijepovic,Centre-Forward,21.0,21/22,sampdoria,spezia,100000.0,0.0,0.3918,0.3421020191989407,25.54608421805748,46.36112456129737,2,0
danny ings,Centre-Forward,29.0,21/22,southampton,aston villa,22000000.0,29400000.0,0.0,0.0,38.2235091333365,66.08883319409635,-1,0
joshua king,Centre-Forward,29.0,21/22,everton,watford,8000000.0,0.0,0.0,0.0,0.8423285832468467,2.1164021164021167,2,0
taiwo awoniyi,Centre-Forward,23.0,21/22,liverpool,union berlin,5000000.0,8550000.0,0.7113,0.6259052631578949,17.858837581780204,41.026176552492345,4,1
max kruse,Centre-Forward,33.0,21/22,union berlin,wolfsburg,3500000.0,5000000.0,0.0,0.0,46.78473526331177,48.94179894179894,-2,1
jonathan ikone,Right Winger,23.0,21/22,lille,fiorentina,22000000.0,15400000.0,0.0,0.0,25.00781742827145,66.22110832637148,1,1
matteo politano,Right Winger,27.0,21/22,inter,napoli,30000000.0,22100000.0,0.1136,0.0388912280701754,34.07194432651491,56.98969646338068,0,1
daniel james,Right Winger,23.0,21/22,man utd,leeds united,18000000.0,29100000.0,0.0,0.0,11.033260340180984,27.83347257031468,4,1
dani raba,Centre-Forward,25.0,21/22,villarreal,granada,900000.0,0.0,0.3454,0.0,2.6822468898785736,3.564466722361459,2,0
romelu lukaku,Centre-Forward,28.0,21/22,inter,chelsea,100000000.0,113000000.0,0.0,0.0,76.22169271079221,84.43330548593705,0,0
nicolas de preville,Centre-Forward,30.0,21/22,g. bordeaux,fc mtz,3000000.0,0.0,0.0,0.0,26.19764555016345,43.41409078251184,2,0
billal brahimi,Right Winger,21.0,21/22,angers,nice,1200000.0,7000000.0,0.0,0.0,17.028521247355673,35.205921739427886,-1,0
maxwel cornet,Left Winger,24.0,21/22,lyon,burnley,12000000.0,15000000.0,0.0,0.0,35.06141919215695,74.13673071567808,3,1
cristiano ronaldo,Centre-Forward,36.0,21/22,juventus,man utd,45000000.0,17000000.0,0.0,0.0,81.63330134398707,81.92703982177667,0,1
ruben rochina,Right Winger,31.0,21/22,levante,granada,2800000.0,0.0,0.0,0.0,15.492602124925952,34.368179235018715,0,0
hannes wolf,Right Winger,22.0,21/22,leipzig,mönchengladbach,8000000.0,9500000.0,0.0,0.0,16.363901734295233,38.659147869674186,2,1
jean-philippe mateta,Centre-Forward,24.0,21/22,mainz,crystal palace,5000000.0,11000000.0,0.0,0.0,19.59499574755518,36.278195488721806,0,1
bryan gil,Left Winger,20.0,21/22,sevilla fc,tottenham,30000000.0,25000000.0,0.0,0.0,38.0883838983556,67.67613478139793,0,0
memphis depay,Centre-Forward,27.0,21/22,lyon,barcelona,45000000.0,0.0,0.0,0.0,96.0759597143431,86.41047062099693,0,1
sergio aguero,Centre-Forward,33.0,21/22,man city,barcelona,18000000.0,0.0,0.0,0.0,11.659592630236435,17.411584516847675,0,0
jason remeseiro,Right Winger,27.0,21/22,valencia,alavés,2500000.0,0.0,0.2273,0.0,21.999014414794228,40.834963479580736,1,0
nico gonzalez,Left Winger,23.0,21/22,stuttgart,fiorentina,22000000.0,27370000.0,0.0,0.0,13.894491803815244,26.914508493455862,0,1
jadon sancho,Left Winger,21.0,21/22,dortmund,man utd,100000000.0,85000000.0,0.0,0.0,61.7659268282691,61.86995265942634,0,0
carlos bacca,Centre-Forward,34.0,21/22,villarreal,granada,1800000.0,0.0,0.0,0.0,11.921693674311255,23.3500417710944,2,0
ishak belfodil,Centre-Forward,29.0,21/22,hoffenheim,hertha bsc,2800000.0,500000.0,0.0,0.0,4.008583443895288,17.9406850459482,0,0
isaac success,Centre-Forward,27.0,21/22,watford,udinese,1800000.0,1800000.0,0.3369,0.3342240963855422,15.69874400942888,36.83731503748785,-2,0
myziane maolida,Left Winger,22.0,21/22,nice,hertha bsc,7000000.0,4000000.0,0.0,0.0,12.47150233315964,30.34670008354219,0,1
musa barrow,Left Winger,22.0,21/22,atalanta,bologna,20000000.0,14340000.0,0.2936,0.0,51.266106311044055,87.72626009468114,1,1
chris wood,Centre-Forward,29.0,21/22,burnley,newcastle,6000000.0,30000000.0,0.0,0.0,30.96153957078204,82.44917850181008,-1,0
jack harrison,Left Winger,24.0,21/22,man city,leeds united,15000000.0,12800000.0,0.0,0.0,50.421289819314914,86.53578390420495,4,1
jack grealish,Left Winger,25.0,21/22,aston villa,man city,65000000.0,117500000.0,0.0,0.0,64.13980437507165,63.7218045112782,-2,0
lionel messi,Right Winger,34.0,21/22,barcelona,paris sg,80000000.0,0.0,0.0,0.0,100.0,87.86549707602339,0,1
aleix vidal,Right Winger,33.0,21/22,sevilla fc,espanyol,2000000.0,0.0,0.0,0.0,12.749182379488644,38.5128000463062,1,0
lucas alario,Centre-Forward,29.0,22/23,leverkusen,frankfurt,8000000.0,6000000.0,0.0,0.0,13.438962588727344,16.235032024505706,2,0
alexander isak,Centre-Forward,22.0,22/23,real sociedad,newcastle,30000000.0,77500000.0,0.0,0.0,24.48214522463344,65.69200779727096,0,1
leandro trossard,Left Winger,27.0,22/23,brighton,arsenal,30000000.0,24000000.0,0.0,0.0,42.38351794106169,83.37510442773602,-2,1
pierre-emerick aubameyang,Centre-Forward,33.0,22/23,barcelona,chelsea,15000000.0,12000000.0,0.0,0.0,37.744831811099885,63.97939292676135,0,0
